"","SYMBOL","GENENAME"
"2658","OR8D4","olfactory receptor family 8 subfamily D member 4"
"2659","OR8H1","olfactory receptor family 8 subfamily H member 1"
"2660","OR8H2","olfactory receptor family 8 subfamily H member 2"
"2661","OR8H3","olfactory receptor family 8 subfamily H member 3"
"2662","OR8I2","olfactory receptor family 8 subfamily I member 2"
"2663","OR8J1","olfactory receptor family 8 subfamily J member 1"
"2664","OR8J3","olfactory receptor family 8 subfamily J member 3"
"2665","OR8K1","olfactory receptor family 8 subfamily K member 1"
"2666","OR8K3","olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)"
"2667","OR8K5","olfactory receptor family 8 subfamily K member 5"
"2668","OR8S1","olfactory receptor family 8 subfamily S member 1"
"2669","OR9G9","olfactory receptor family 9 subfamily G member 9"
"2670","OSBPL10-AS1","OSBPL10 antisense RNA 1"
"2671","OSBPL5","oxysterol binding protein like 5"
"2672","OSGEPL1-AS1","OSGEPL1 antisense RNA 1"
"2673","OSTCP1","oligosaccharyltransferase complex subunit pseudogene 1"
"2674","OTOA","otoancorin"
"2675","OTOF","otoferlin"
"2676","OTOR","otoraplin"
"2677","OTUD5","OTU deubiquitinase 5"
"2678","OVOL1","ovo like transcriptional repressor 1"
"2679","OXSM","3-oxoacyl-ACP synthase, mitochondrial"
"2680","OXT","oxytocin/neurophysin I prepropeptide"
"2681","P2RY12","purinergic receptor P2Y12"
"2682","P4HA3","prolyl 4-hydroxylase subunit alpha 3"
"2683","PABPC1","poly(A) binding protein cytoplasmic 1"
"2684","PABPC3","poly(A) binding protein cytoplasmic 3"
"2685","PABPC4","poly(A) binding protein cytoplasmic 4"
"2686","PACS2","phosphofurin acidic cluster sorting protein 2"
"2687","PACSIN1","protein kinase C and casein kinase substrate in neurons 1"
"2688","PAIP1","poly(A) binding protein interacting protein 1"
"2689","PALMD","palmdelphin"
"2690","PANK3","pantothenate kinase 3"
"2691","PAPD7",NA
"2692","PAPOLB","poly(A) polymerase beta"
"2693","PAPPA","pappalysin 1"
"2694","PAR-SN",NA
"2695","PAR5",NA
"2696","PARD3B","par-3 family cell polarity regulator beta"
"2697","PARD6B","par-6 family cell polarity regulator beta"
"2698","PARM1","prostate androgen-regulated mucin-like protein 1"
"2699","PARN","poly(A)-specific ribonuclease"
"2700","PARP12","poly(ADP-ribose) polymerase family member 12"
"2701","PARP6","poly(ADP-ribose) polymerase family member 6"
"2702","PASD1","PAS domain containing repressor 1"
"2703","PATE3","prostate and testis expressed 3"
"2704","PATZ1","POZ/BTB and AT hook containing zinc finger 1"
"2705","PAX1","paired box 1"
"2706","PAX3","paired box 3"
"2707","PBX2","PBX homeobox 2"
"2708","PBX4","PBX homeobox 4"
"2709","PBXIP1","PBX homeobox interacting protein 1"
"2710","PCBD2","pterin-4 alpha-carbinolamine dehydratase 2"
"2711","PCBP1","poly(rC) binding protein 1"
"2712","PCBP2","poly(rC) binding protein 2"
"2713","PCBP3","poly(rC) binding protein 3"
"2714","PCDH10","protocadherin 10"
"2715","PCDH11X","protocadherin 11 X-linked"
"2716","PCDH17","protocadherin 17"
"2717","PCDH18","protocadherin 18"
"2718","PCDH9","protocadherin 9"
"2719","PCDHB11","protocadherin beta 11"
"2720","PCDHB17",NA
"2721","PCDHB18",NA
"2722","PCDHB19P","protocadherin beta 19 pseudogene"
"2723","PCDHB2","protocadherin beta 2"
"2724","PCDHB3","protocadherin beta 3"
"2725","PCDHB5","protocadherin beta 5"
"2726","PCDP1",NA
"2727","PCED1B","PC-esterase domain containing 1B"
"2728","PCED1B-AS1","PCED1B antisense RNA 1"
"2729","PCGF5","polycomb group ring finger 5"
"2730","PCNXL3",NA
"2731","PCP4","Purkinje cell protein 4"
"2732","PCP4L1","Purkinje cell protein 4 like 1"
"2733","PCSK9","proprotein convertase subtilisin/kexin type 9"
"2734","PCYT2","phosphate cytidylyltransferase 2, ethanolamine"
"2735","PDCD7","programmed cell death 7"
"2736","PDCL3P4","PDCL3 pseudogene 4"
"2737","PDE1B","phosphodiesterase 1B"
"2738","PDE3A","phosphodiesterase 3A"
"2739","PDE3B","phosphodiesterase 3B"
"2740","PDE6A","phosphodiesterase 6A"
"2741","PDE6G","phosphodiesterase 6G"
"2742","PDE7B","phosphodiesterase 7B"
"2743","PDIA5","protein disulfide isomerase family A member 5"
"2744","PDILT","protein disulfide isomerase like, testis expressed"
"2745","PDPR","pyruvate dehydrogenase phosphatase regulatory subunit"
"2746","PDSS1","decaprenyl diphosphate synthase subunit 1"
"2747","PDZD3","PDZ domain containing 3"
"2748","PDZD9","PDZ domain containing 9"
"2749","PEAK1","pseudopodium enriched atypical kinase 1"
"2750","PEBP1","phosphatidylethanolamine binding protein 1"
"2751","PEG3","paternally expressed 3"
"2752","PEG3-AS1","PEG3 antisense RNA 1"
"2753","PELI1","pellino E3 ubiquitin protein ligase 1"
"2754","PEPD","peptidase D"
"2755","PER3","period circadian regulator 3"
"2756","PET100","PET100 cytochrome c oxidase chaperone"
"2757","PFKL","phosphofructokinase, liver type"
"2758","PFN3","profilin 3"
"2759","PFN4","profilin family member 4"
"2760","PGA3","pepsinogen A3"
"2761","PGAM1","phosphoglycerate mutase 1"
"2762","PGAP3","post-GPI attachment to proteins phospholipase 3"
"2763","PGLS","6-phosphogluconolactonase"
"2764","PGM1","phosphoglucomutase 1"
"2765","PHACTR3","phosphatase and actin regulator 3"
"2766","PHACTR4","phosphatase and actin regulator 4"
"2767","PHEX-AS1","PHEX antisense RNA 1"
"2768","PHF13","PHD finger protein 13"
"2769","PHF15",NA
"2770","PHF16",NA
"2771","PHF17",NA
"2772","PHF21A","PHD finger protein 21A"
"2773","PHGR1","proline, histidine and glycine rich 1"
"2774","PHIP","pleckstrin homology domain interacting protein"
"2775","PHKA1","phosphorylase kinase regulatory subunit alpha 1"
"2776","PHLDA2","pleckstrin homology like domain family A member 2"
"2777","PHYHD1","phytanoyl-CoA dioxygenase domain containing 1"
"2778","PI4K2B","phosphatidylinositol 4-kinase type 2 beta"
"2779","PIANP","PILR alpha associated neural protein"
"2780","PIAS2","protein inhibitor of activated STAT 2"
"2781","PID1","phosphotyrosine interaction domain containing 1"
"2782","PIEZO2","piezo type mechanosensitive ion channel component 2"
"2783","PIGP","phosphatidylinositol glycan anchor biosynthesis class P"
"2784","PIH1D2","PIH1 domain containing 2"
"2785","PIH1D3","PIH1 domain containing 3"
"2786","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"2787","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"2788","PIK3C2G","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
"2789","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"2790","PILRB","paired immunoglobin like type 2 receptor beta"
"2791","PIM2","Pim-2 proto-oncogene, serine/threonine kinase"
"2792","PIM3","Pim-3 proto-oncogene, serine/threonine kinase"
"2793","PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing"
"2794","PIRT","phosphoinositide interacting regulator of transient receptor potential channels"
"2795","PITPNA-AS1","PITPNA antisense RNA 1"
"2796","PITPNM3","PITPNM family member 3"
"2797","PKD1L1","polycystin 1 like 1, transient receptor potential channel interacting"
"2798","PKD1L2","polycystin 1 like 2 (gene/pseudogene)"
"2799","PKIA","cAMP-dependent protein kinase inhibitor alpha"
"2800","PKLR","pyruvate kinase L/R"
"2801","PLA2G2C","phospholipase A2 group IIC"
"2802","PLA2G2D","phospholipase A2 group IID"
"2803","PLA2G4A","phospholipase A2 group IVA"
"2804","PLAC8","placenta associated 8"
"2805","PLB1","phospholipase B1"
"2806","PLBD2","phospholipase B domain containing 2"
"2807","PLCB2","phospholipase C beta 2"
"2808","PLCB4","phospholipase C beta 4"
"2809","PLEKHA8","pleckstrin homology domain containing A8"
"2810","PLEKHB2","pleckstrin homology domain containing B2"
"2811","PLEKHF2","pleckstrin homology and FYVE domain containing 2"
"2812","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2"
"2813","PLGLA","plasminogen like A (pseudogene)"
"2814","PLIN5","perilipin 5"
"2815","PLLP","plasmolipin"
"2816","PLOD3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
"2817","PLP1","proteolipid protein 1"
"2818","PLS3","plastin 3"
"2819","PLSCR2","phospholipid scramblase 2"
"2820","PLXNA1","plexin A1"
"2821","PLXNA3","plexin A3"
"2822","PLXNA4","plexin A4"
"2823","PM20D2","peptidase M20 domain containing 2"
"2824","PMCHL2","pro-melanin concentrating hormone like 2 (pseudogene)"
"2825","PMEL","premelanosome protein"
"2826","PMF1-BGLAP","PMF1-BGLAP readthrough"
"2827","PNLDC1","PARN like, ribonuclease domain containing 1"
"2828","PNMA1","PNMA family member 1"
"2829","PNMAL1",NA
"2830","PNMT","phenylethanolamine N-methyltransferase"
"2831","PNPLA5","patatin like phospholipase domain containing 5"
"2832","PNPLA7","patatin like phospholipase domain containing 7"
"2833","POF1B","POF1B actin binding protein"
"2834","POFUT1","protein O-fucosyltransferase 1"
"2835","POLR1A","RNA polymerase I subunit A"
"2836","POLR2E","RNA polymerase II subunit E"
"2837","POLR2K","RNA polymerase II subunit K"
"2838","POLR3GL","RNA polymerase III subunit G like"
"2839","POLRMT","RNA polymerase mitochondrial"
"2840","POM121C","POM121 transmembrane nucleoporin C"
"2841","POPDC2","popeye domain containing 2"
"2842","POSTN","periostin"
"2843","POU6F1","POU class 6 homeobox 1"
"2844","POU6F2","POU class 6 homeobox 2"
"2845","POU6F2-AS1","POU6F2 antisense RNA 1"
"2846","PPAPDC1A",NA
"2847","PPAPDC2",NA
"2848","PPARG","peroxisome proliferator activated receptor gamma"
"2849","PPBPP2","pro-platelet basic protein pseudogene 2"
"2850","PPIEL","peptidylprolyl isomerase E like pseudogene"
"2851","PPIF","peptidylprolyl isomerase F"
"2852","PPM1A","protein phosphatase, Mg2+/Mn2+ dependent 1A"
"2853","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G"
"2854","PPP1R12C","protein phosphatase 1 regulatory subunit 12C"
"2855","PPP1R14D","protein phosphatase 1 regulatory inhibitor subunit 14D"
"2856","PPP1R17","protein phosphatase 1 regulatory subunit 17"
"2857","PPP1R37","protein phosphatase 1 regulatory subunit 37"
"2858","PPP1R3C","protein phosphatase 1 regulatory subunit 3C"
"2859","PPP1R9B","protein phosphatase 1 regulatory subunit 9B"
"2860","PPP2CB","protein phosphatase 2 catalytic subunit beta"
"2861","PPP2R2B-IT1","PPP2R2B intronic transcript 1"
"2862","PPP3CB","protein phosphatase 3 catalytic subunit beta"
"2863","PPP3R2","protein phosphatase 3 regulatory subunit B, beta"
"2864","PPP6R2","protein phosphatase 6 regulatory subunit 2"
"2865","PRAMEF1","PRAME family member 1"
"2866","PRB1","proline rich protein BstNI subfamily 1 (gene/pseudogene)"
"2867","PRB2","proline rich protein BstNI subfamily 2"
"2868","PRB3","proline rich protein BstNI subfamily 3"
"2869","PRDM12","PR/SET domain 12"
"2870","PRDM14","PR/SET domain 14"
"2871","PRDM2","PR/SET domain 2"
"2872","PRDM4","PR/SET domain 4"
"2873","PRDM5","PR/SET domain 5"
"2874","PRDX1","peroxiredoxin 1"
"2875","PRG3","proteoglycan 3, pro eosinophil major basic protein 2"
"2876","PRH1","proline rich protein HaeIII subfamily 1"
"2877","PRHOXNB",NA
"2878","PRICKLE2-AS3","PRICKLE2 antisense RNA 3"
"2879","PRKACA","protein kinase cAMP-activated catalytic subunit alpha"
"2880","PRKACB","protein kinase cAMP-activated catalytic subunit beta"
"2881","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2"
"2882","PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3"
"2883","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta"
"2884","PRKCB","protein kinase C beta"
"2885","PRKCG","protein kinase C gamma"
"2886","PRKCZ","protein kinase C zeta"
"2887","PRKD3","protein kinase D3"
"2888","PRKDC","protein kinase, DNA-activated, catalytic subunit"
"2889","PRKG2","protein kinase cGMP-dependent 2"
"2890","PRND","prion like protein doppel"
"2891","PROK2","prokineticin 2"
"2892","PROL1",NA
"2893","PROM1","prominin 1"
"2894","PROM2","prominin 2"
"2895","PROSER2","proline and serine rich 2"
"2896","PRPF19","pre-mRNA processing factor 19"
"2897","PRPH","peripherin"
"2898","PRPS2","phosphoribosyl pyrophosphate synthetase 2"
"2899","PRPSAP2","phosphoribosyl pyrophosphate synthetase associated protein 2"
"2900","PRR12","proline rich 12"
"2901","PRR13","proline rich 13"
"2902","PRR9","proline rich 9"
"2903","PRRC2B","proline rich coiled-coil 2B"
"2904","PRRG4","proline rich and Gla domain 4"
"2905","PRRT1","proline rich transmembrane protein 1"
"2906","PRRT3-AS1","PRRT3 antisense RNA 1"
"2907","PRSS21","serine protease 21"
"2908","PRSS27","serine protease 27"
"2909","PRSS46",NA
"2910","PRSS48","serine protease 48"
"2911","PRSS50","serine protease 50"
"2912","PRSS55","serine protease 55"
"2913","PRX","periaxin"
"2914","PSMB2","proteasome 20S subunit beta 2"
"2915","PSMD13","proteasome 26S subunit, non-ATPase 13"
"2916","PSMD14","proteasome 26S subunit, non-ATPase 14"
"2917","PSMD6-AS2","PSMD6 antisense RNA 2"
"2918","PSTPIP2","proline-serine-threonine phosphatase interacting protein 2"
"2919","PTCH2","patched 2"
"2920","PTGDR","prostaglandin D2 receptor"
"2921","PTGDS","prostaglandin D2 synthase"
"2922","PTHLH","parathyroid hormone like hormone"
"2923","PTMA","prothymosin alpha"
"2924","PTOV1-AS1","PTOV1 antisense RNA 1"
"2925","PTPLA",NA
"2926","PTPLAD2",NA
"2927","PTPLB",NA
"2928","PTPMT1","protein tyrosine phosphatase mitochondrial 1"
"2929","PTPN18","protein tyrosine phosphatase non-receptor type 18"
"2930","PTPN2","protein tyrosine phosphatase non-receptor type 2"
"2931","PTPN21","protein tyrosine phosphatase non-receptor type 21"
"2932","PTPN22","protein tyrosine phosphatase non-receptor type 22"
"2933","PTPRC","protein tyrosine phosphatase receptor type C"
"2934","PTPRCAP","protein tyrosine phosphatase receptor type C associated protein"
"2935","PTPRE","protein tyrosine phosphatase receptor type E"
"2936","PTPRF","protein tyrosine phosphatase receptor type F"
"2937","PTTG3P","pituitary tumor-transforming 3, pseudogene"
"2938","PTX4","pentraxin 4"
"2939","PURG","purine rich element binding protein G"
"2940","PUS3","pseudouridine synthase 3"
"2941","PUS7","pseudouridine synthase 7"
"2942","PVRL3-AS1",NA
"2943","PWRN1","Prader-Willi region non-protein coding RNA 1"
"2944","PWRN2","Prader-Willi region non-protein coding RNA 2"
"2945","PXDNL","peroxidasin like"
"2946","PYDC2","pyrin domain containing 2"
"2947","PYY","peptide YY"
"2948","PZP","PZP alpha-2-macroglobulin like"
"2949","QARS",NA
"2950","QSER1","glutamine and serine rich 1"
"2951","R3HDML","R3H domain containing like"
"2952","RAB11FIP1","RAB11 family interacting protein 1"
"2953","RAB12","RAB12, member RAS oncogene family"
"2954","RAB25","RAB25, member RAS oncogene family"
"2955","RAB31","RAB31, member RAS oncogene family"
"2956","RAB33A","RAB33A, member RAS oncogene family"
"2957","RAB3D","RAB3D, member RAS oncogene family"
"2958","RAB40A","RAB40A, member RAS oncogene family"
"2959","RAB41","RAB41, member RAS oncogene family"
"2960","RAB9BP1","RAB9B, member RAS oncogene family pseudogene 1"
"2961","RABGGTA","Rab geranylgeranyltransferase subunit alpha"
"2962","RABGGTB","Rab geranylgeranyltransferase subunit beta"
"2963","RABL2A","RAB, member of RAS oncogene family like 2A"
"2964","RACGAP1P","Rac GTPase activating protein 1 pseudogene"
"2965","RAD1","RAD1 checkpoint DNA exonuclease"
"2966","RAD21L1","RAD21 cohesin complex component like 1"
"2967","RAD23B","RAD23 homolog B, nucleotide excision repair protein"
"2968","RAD51AP2","RAD51 associated protein 2"
"2969","RAD51B","RAD51 paralog B"
"2970","RAD54L2","RAD54 like 2"
"2971","RAE1","ribonucleic acid export 1"
"2972","RAET1E","retinoic acid early transcript 1E"
"2973","RAG1","recombination activating 1"
"2974","RAI1","retinoic acid induced 1"
"2975","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1"
"2976","RALYL","RALY RNA binding protein like"
"2977","RANBP1","RAN binding protein 1"
"2978","RANBP17","RAN binding protein 17"
"2979","RANBP6","RAN binding protein 6"
"2980","RANBP9","RAN binding protein 9"
"2981","RAPGEFL1","Rap guanine nucleotide exchange factor like 1"
"2982","RASGRP1","RAS guanyl releasing protein 1"
"2983","RASIP1","Ras interacting protein 1"
"2984","RASSF8","Ras association domain family member 8"
"2985","RASSF9","Ras association domain family member 9"
"2986","RBL2","RB transcriptional corepressor like 2"
"2987","RBM24","RNA binding motif protein 24"
"2988","RBM26-AS1","RBM26 antisense RNA 1"
"2989","RBM28","RNA binding motif protein 28"
"2990","RBMS3","RNA binding motif single stranded interacting protein 3"
"2991","RCAN2","regulator of calcineurin 2"
"2992","RCN1","reticulocalbin 1"
"2993","RCN2","reticulocalbin 2"
"2994","RD3","retinal degeneration 3, GUCY2D regulator"
"2995","RDH5","retinol dehydrogenase 5"
"2996","RDH8","retinol dehydrogenase 8"
"2997","RDX","radixin"
"2998","REG1P",NA
"2999","RELN","reelin"
"3000","RELT","RELT TNF receptor"
"3001","REM1","RRAD and GEM like GTPase 1"
"3002","REN","renin"
"3003","RENBP","renin binding protein"
"3004","RER1","retention in endoplasmic reticulum sorting receptor 1"
"3005","RERGL","RERG like"
"3006","RFK","riboflavin kinase"
"3007","RFPL1","ret finger protein like 1"
"3008","RFPL3","ret finger protein like 3"
"3009","RFPL4B","ret finger protein like 4B"
"3010","RFX4","regulatory factor X4"
"3011","RGCC","regulator of cell cycle"
"3012","RGL4","ral guanine nucleotide dissociation stimulator like 4"
"3013","RGPD3","RANBP2 like and GRIP domain containing 3"
"3014","RGS13","regulator of G protein signaling 13"
"3015","RGS22","regulator of G protein signaling 22"
"3016","RGS6","regulator of G protein signaling 6"
"3017","RHBDL1","rhomboid like 1"
"3018","RHOBTB3","Rho related BTB domain containing 3"
"3019","RHOF","ras homolog family member F, filopodia associated"
"3020","RHOH","ras homolog family member H"
"3021","RHOT2","ras homolog family member T2"
"3022","RHPN2","rhophilin Rho GTPase binding protein 2"
"3023","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1"
"3024","RIMS4","regulating synaptic membrane exocytosis 4"
"3025","RLBP1","retinaldehyde binding protein 1"
"3026","RNASE12","ribonuclease A family member 12 (inactive)"
"3027","RNASE2","ribonuclease A family member 2"
"3028","RNASE6","ribonuclease A family member k6"
"3029","RNASE9","ribonuclease A family member 9 (inactive)"
"3030","RNASEH2A","ribonuclease H2 subunit A"
"3031","RND3","Rho family GTPase 3"
"3032","RNF11","ring finger protein 11"
"3033","RNF128","ring finger protein 128"
"3034","RNF133","ring finger protein 133"
"3035","RNF135","ring finger protein 135"
"3036","RNF144A","ring finger protein 144A"
"3037","RNF146","ring finger protein 146"
