"","SYMBOL","GENENAME"
"2844","NMRK2","nicotinamide riboside kinase 2"
"2845","NMUR1","neuromedin U receptor 1"
"2846","NMUR2","neuromedin U receptor 2"
"2847","NNAT","neuronatin"
"2848","NOG","noggin"
"2849","NOL4","nucleolar protein 4"
"2850","NOM1","nucleolar protein with MIF4G domain 1"
"2851","NOMO1","NODAL modulator 1"
"2852","NOMO2","NODAL modulator 2"
"2853","NOMO3","NODAL modulator 3"
"2854","NOSTRIN","nitric oxide synthase trafficking"
"2855","NOTCH1","notch receptor 1"
"2856","NOTCH2","notch receptor 2"
"2857","NOTCH2NL",NA
"2858","NOTO","notochord homeobox"
"2859","NOTUM","notum, palmitoleoyl-protein carboxylesterase"
"2860","NOVA1","NOVA alternative splicing regulator 1"
"2861","NOVA2","NOVA alternative splicing regulator 2"
"2862","NOX3","NADPH oxidase 3"
"2863","NOX4","NADPH oxidase 4"
"2864","NOXA1","NADPH oxidase activator 1"
"2865","NOXRED1","NADP dependent oxidoreductase domain containing 1"
"2866","NPAS3","neuronal PAS domain protein 3"
"2867","NPB","neuropeptide B"
"2868","NPBWR1","neuropeptides B and W receptor 1"
"2869","NPFFR2","neuropeptide FF receptor 2"
"2870","NPHS2","NPHS2 stomatin family member, podocin"
"2871","NPS","neuropeptide S"
"2872","NPSR1-AS1","NPSR1 antisense RNA 1"
"2873","NPTX1","neuronal pentraxin 1"
"2874","NPTX2","neuronal pentraxin 2"
"2875","NPTXR","neuronal pentraxin receptor"
"2876","NPVF","neuropeptide VF precursor"
"2877","NPY2R","neuropeptide Y receptor Y2"
"2878","NPY4R","neuropeptide Y receptor Y4"
"2879","NR0B1","nuclear receptor subfamily 0 group B member 1"
"2880","NR1I2","nuclear receptor subfamily 1 group I member 2"
"2881","NR2F1","nuclear receptor subfamily 2 group F member 1"
"2882","NR5A2","nuclear receptor subfamily 5 group A member 2"
"2883","NRAP","nebulin related anchoring protein"
"2884","NRARP","NOTCH regulated ankyrin repeat protein"
"2885","NRBP2","nuclear receptor binding protein 2"
"2886","NRG1-IT3","NRG1 intronic transcript 3"
"2887","NRIP3","nuclear receptor interacting protein 3"
"2888","NRSN1","neurensin 1"
"2889","NRXN2","neurexin 2"
"2890","NSD1","nuclear receptor binding SET domain protein 1"
"2891","NSF","N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
"2892","NSFP1","N-ethylmaleimide-sensitive factor pseudogene 1"
"2893","NSMAF","neutral sphingomyelinase activation associated factor"
"2894","NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"2895","NSUN5P2","NSUN5 pseudogene 2"
"2896","NT5DC2","5'-nucleotidase domain containing 2"
"2897","NTM","neurotrimin"
"2898","NTN3","netrin 3"
"2899","NTRK3","neurotrophic receptor tyrosine kinase 3"
"2900","NTRK3-AS1","NTRK3 antisense RNA 1"
"2901","NTSR1","neurotensin receptor 1"
"2902","NUDT10","nudix hydrolase 10"
"2903","NUDT9P1","nudix hydrolase 9 pseudogene 1"
"2904","NUGGC","nuclear GTPase, germinal center associated"
"2905","NUPR1L",NA
"2906","NUS1","NUS1 dehydrodolichyl diphosphate synthase subunit"
"2907","NUTM2A","NUT family member 2A"
"2908","NUTM2F","NUT family member 2F"
"2909","NXF2","nuclear RNA export factor 2"
"2910","NXF3","nuclear RNA export factor 3"
"2911","NXF5","nuclear RNA export factor 5"
"2912","NXPE2","neurexophilin and PC-esterase domain family member 2"
"2913","NXPH1","neurexophilin 1"
"2914","NXPH4","neurexophilin 4"
"2915","NYAP2","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2"
"2916","OASL","2'-5'-oligoadenylate synthetase like"
"2917","OAZ3","ornithine decarboxylase antizyme 3"
"2918","OCA2","OCA2 melanosomal transmembrane protein"
"2919","OCLM","oculomedin"
"2920","OCM2","oncomodulin 2"
"2921","OCRL","OCRL inositol polyphosphate-5-phosphatase"
"2922","ODAM","odontogenic, ameloblast associated"
"2923","ODF3","outer dense fiber of sperm tails 3"
"2924","OGDHL","oxoglutarate dehydrogenase like"
"2925","OGFR","opioid growth factor receptor"
"2926","OGN","osteoglycin"
"2927","OLAH","oleoyl-ACP hydrolase"
"2928","OLFM3","olfactomedin 3"
"2929","OLFML3","olfactomedin like 3"
"2930","OLIG1","oligodendrocyte transcription factor 1"
"2931","OLR1","oxidized low density lipoprotein receptor 1"
"2932","ONECUT3","one cut homeobox 3"
"2933","OPA1-AS1","OPA1 antisense RNA 1"
"2934","OPA3","outer mitochondrial membrane lipid metabolism regulator OPA3"
"2935","OPN1MW","opsin 1, medium wave sensitive"
"2936","OPRD1","opioid receptor delta 1"
"2937","OPRL1","opioid related nociceptin receptor 1"
"2938","OPRM1","opioid receptor mu 1"
"2939","OR10A5","olfactory receptor family 10 subfamily A member 5"
"2940","OR10G4","olfactory receptor family 10 subfamily G member 4"
"2941","OR10G7","olfactory receptor family 10 subfamily G member 7"
"2942","OR10G9","olfactory receptor family 10 subfamily G member 9"
"2943","OR10J1","olfactory receptor family 10 subfamily J member 1"
"2944","OR10J3","olfactory receptor family 10 subfamily J member 3"
"2945","OR10J5","olfactory receptor family 10 subfamily J member 5"
"2946","OR10K1","olfactory receptor family 10 subfamily K member 1"
"2947","OR10T2","olfactory receptor family 10 subfamily T member 2"
"2948","OR10X1","olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)"
"2949","OR10Z1","olfactory receptor family 10 subfamily Z member 1"
"2950","OR11A1","olfactory receptor family 11 subfamily A member 1"
"2951","OR11H1","olfactory receptor family 11 subfamily H member 1"
"2952","OR11H2","olfactory receptor family 11 subfamily H member 2"
"2953","OR11H6","olfactory receptor family 11 subfamily H member 6"
"2954","OR13A1","olfactory receptor family 13 subfamily A member 1"
"2955","OR13C4","olfactory receptor family 13 subfamily C member 4"
"2956","OR13C5","olfactory receptor family 13 subfamily C member 5"
"2957","OR13G1","olfactory receptor family 13 subfamily G member 1"
"2958","OR14A16","olfactory receptor family 14 subfamily A member 16"
"2959","OR14C36","olfactory receptor family 14 subfamily C member 36"
"2960","OR14I1","olfactory receptor family 14 subfamily I member 1"
"2961","OR1A1","olfactory receptor family 1 subfamily A member 1 (gene/pseudogene)"
"2962","OR1B1","olfactory receptor family 1 subfamily B member 1 (gene/pseudogene)"
"2963","OR1C1","olfactory receptor family 1 subfamily C member 1"
"2964","OR1D5","olfactory receptor family 1 subfamily D member 5"
"2965","OR1E1","olfactory receptor family 1 subfamily E member 1"
"2966","OR1J1","olfactory receptor family 1 subfamily J member 1"
"2967","OR1J2","olfactory receptor family 1 subfamily J member 2"
"2968","OR1K1","olfactory receptor family 1 subfamily K member 1"
"2969","OR1L1","olfactory receptor family 1 subfamily L member 1"
"2970","OR2A1","olfactory receptor family 2 subfamily A member 1"
"2971","OR2A4","olfactory receptor family 2 subfamily A member 4"
"2972","OR2A7","olfactory receptor family 2 subfamily A member 7"
"2973","OR2A9P","olfactory receptor family 2 subfamily A member 9 pseudogene"
"2974","OR2AK2","olfactory receptor family 2 subfamily AK member 2"
"2975","OR2B2","olfactory receptor family 2 subfamily B member 2"
"2976","OR2B3","olfactory receptor family 2 subfamily B member 3"
"2977","OR2C3","olfactory receptor family 2 subfamily C member 3"
"2978","OR2D3","olfactory receptor family 2 subfamily D member 3"
"2979","OR2G2","olfactory receptor family 2 subfamily G member 2"
"2980","OR2G3","olfactory receptor family 2 subfamily G member 3"
"2981","OR2H1","olfactory receptor family 2 subfamily H member 1"
"2982","OR2J2","olfactory receptor family 2 subfamily J member 2"
"2983","OR2L1P","olfactory receptor family 2 subfamily L member 1 pseudogene"
"2984","OR2L2","olfactory receptor family 2 subfamily L member 2"
"2985","OR2L3","olfactory receptor family 2 subfamily L member 3"
"2986","OR2L5","olfactory receptor family 2 subfamily L member 5"
"2987","OR2L8","olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)"
"2988","OR2M1P","olfactory receptor family 2 subfamily M member 1 pseudogene"
"2989","OR2M2","olfactory receptor family 2 subfamily M member 2"
"2990","OR2M4","olfactory receptor family 2 subfamily M member 4"
"2991","OR2M5","olfactory receptor family 2 subfamily M member 5"
"2992","OR2M7","olfactory receptor family 2 subfamily M member 7"
"2993","OR2T1","olfactory receptor family 2 subfamily T member 1"
"2994","OR2T27","olfactory receptor family 2 subfamily T member 27"
"2995","OR2T29","olfactory receptor family 2 subfamily T member 29"
"2996","OR2T3","olfactory receptor family 2 subfamily T member 3"
"2997","OR2T5","olfactory receptor family 2 subfamily T member 5"
"2998","OR2T8","olfactory receptor family 2 subfamily T member 8"
"2999","OR2W1","olfactory receptor family 2 subfamily W member 1"
"3000","OR4A47","olfactory receptor family 4 subfamily A member 47"
"3001","OR4B1","olfactory receptor family 4 subfamily B member 1"
"3002","OR4C12","olfactory receptor family 4 subfamily C member 12"
"3003","OR4C45","olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)"
"3004","OR4C46","olfactory receptor family 4 subfamily C member 46"
"3005","OR4D10","olfactory receptor family 4 subfamily D member 10"
"3006","OR4D5","olfactory receptor family 4 subfamily D member 5"
"3007","OR4D9","olfactory receptor family 4 subfamily D member 9"
"3008","OR4E2","olfactory receptor family 4 subfamily E member 2 (gene/pseudogene)"
"3009","OR4F17","olfactory receptor family 4 subfamily F member 17"
"3010","OR4F5","olfactory receptor family 4 subfamily F member 5"
"3011","OR4K1","olfactory receptor family 4 subfamily K member 1"
"3012","OR4K13","olfactory receptor family 4 subfamily K member 13"
"3013","OR4K2","olfactory receptor family 4 subfamily K member 2"
"3014","OR4L1","olfactory receptor family 4 subfamily L member 1 (gene/pseudogene)"
"3015","OR4M1","olfactory receptor family 4 subfamily M member 1"
"3016","OR4N2","olfactory receptor family 4 subfamily N member 2"
"3017","OR4N4","olfactory receptor family 4 subfamily N member 4"
"3018","OR4P4","olfactory receptor family 4 subfamily P member 4"
"3019","OR4X1","olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)"
"3020","OR51A2","olfactory receptor family 51 subfamily A member 2"
"3021","OR51A4","olfactory receptor family 51 subfamily A member 4"
"3022","OR51B4","olfactory receptor family 51 subfamily B member 4"
"3023","OR51E2","olfactory receptor family 51 subfamily E member 2"
"3024","OR51F1","olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)"
"3025","OR51F2","olfactory receptor family 51 subfamily F member 2"
"3026","OR51G1","olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)"
"3027","OR51M1","olfactory receptor family 51 subfamily M member 1"
"3028","OR51Q1","olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)"
"3029","OR51V1","olfactory receptor family 51 subfamily V member 1"
"3030","OR52A5","olfactory receptor family 52 subfamily A member 5"
"3031","OR52B2","olfactory receptor family 52 subfamily B member 2"
"3032","OR52D1","olfactory receptor family 52 subfamily D member 1 (gene/pseudogene)"
"3033","OR52E2","olfactory receptor family 52 subfamily E member 2"
"3034","OR52E4","olfactory receptor family 52 subfamily E member 4"
"3035","OR52E8","olfactory receptor family 52 subfamily E member 8"
"3036","OR52I1","olfactory receptor family 52 subfamily I member 1"
"3037","OR52J3","olfactory receptor family 52 subfamily J member 3"
"3038","OR52N2","olfactory receptor family 52 subfamily N member 2"
"3039","OR52N4","olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)"
"3040","OR56B1","olfactory receptor family 56 subfamily B member 1"
"3041","OR56B4","olfactory receptor family 56 subfamily B member 4"
"3042","OR5AK2","olfactory receptor family 5 subfamily AK member 2"
"3043","OR5AK4P","olfactory receptor family 5 subfamily AK member 4 pseudogene"
"3044","OR5AN1","olfactory receptor family 5 subfamily AN member 1"
"3045","OR5AS1","olfactory receptor family 5 subfamily AS member 1"
"3046","OR5B17","olfactory receptor family 5 subfamily B member 17"
"3047","OR5E1P","olfactory receptor family 5 subfamily E member 1 pseudogene"
"3048","OR5H1","olfactory receptor family 5 subfamily H member 1"
"3049","OR5H15","olfactory receptor family 5 subfamily H member 15"
"3050","OR5H2","olfactory receptor family 5 subfamily H member 2"
"3051","OR5H6","olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)"
"3052","OR5I1","olfactory receptor family 5 subfamily I member 1"
"3053","OR5K2","olfactory receptor family 5 subfamily K member 2"
"3054","OR5M8","olfactory receptor family 5 subfamily M member 8"
"3055","OR5M9","olfactory receptor family 5 subfamily M member 9"
"3056","OR5P2","olfactory receptor family 5 subfamily P member 2"
"3057","OR5T1","olfactory receptor family 5 subfamily T member 1"
"3058","OR5V1","olfactory receptor family 5 subfamily V member 1"
"3059","OR5W2","olfactory receptor family 5 subfamily W member 2"
"3060","OR6A2","olfactory receptor family 6 subfamily A member 2"
"3061","OR6B1","olfactory receptor family 6 subfamily B member 1"
"3062","OR6B2","olfactory receptor family 6 subfamily B member 2"
"3063","OR6B3","olfactory receptor family 6 subfamily B member 3"
"3064","OR6C2","olfactory receptor family 6 subfamily C member 2"
"3065","OR6C3","olfactory receptor family 6 subfamily C member 3"
"3066","OR6C6","olfactory receptor family 6 subfamily C member 6"
"3067","OR6C70","olfactory receptor family 6 subfamily C member 70"
"3068","OR6C75","olfactory receptor family 6 subfamily C member 75"
"3069","OR6F1","olfactory receptor family 6 subfamily F member 1"
"3070","OR6K6","olfactory receptor family 6 subfamily K member 6"
"3071","OR6M1","olfactory receptor family 6 subfamily M member 1"
"3072","OR6N1","olfactory receptor family 6 subfamily N member 1"
"3073","OR6N2","olfactory receptor family 6 subfamily N member 2"
"3074","OR6P1","olfactory receptor family 6 subfamily P member 1"
"3075","OR6V1","olfactory receptor family 6 subfamily V member 1"
"3076","OR6Y1","olfactory receptor family 6 subfamily Y member 1"
"3077","OR7E24","olfactory receptor family 7 subfamily E member 24"
"3078","OR8B12","olfactory receptor family 8 subfamily B member 12"
"3079","OR8B2","olfactory receptor family 8 subfamily B member 2"
"3080","OR8B3","olfactory receptor family 8 subfamily B member 3"
"3081","OR8B8","olfactory receptor family 8 subfamily B member 8"
"3082","OR8D1","olfactory receptor family 8 subfamily D member 1"
"3083","OR8D2","olfactory receptor family 8 subfamily D member 2 (gene/pseudogene)"
"3084","OR8U8","olfactory receptor family 8 subfamily U member 8"
"3085","OR9A2","olfactory receptor family 9 subfamily A member 2"
"3086","OR9A4","olfactory receptor family 9 subfamily A member 4"
"3087","OR9G4","olfactory receptor family 9 subfamily G member 4"
"3088","OR9K2","olfactory receptor family 9 subfamily K member 2"
"3089","ORAI2","ORAI calcium release-activated calcium modulator 2"
"3090","OTOGL","otogelin like"
"3091","OTOP1","otopetrin 1"
"3092","OTP","orthopedia homeobox"
"3093","OTUD1","OTU deubiquitinase 1"
"3094","OTUD7A","OTU deubiquitinase 7A"
"3095","OVCH2","ovochymase 2 (gene/pseudogene)"
"3096","OXA1L","OXA1L mitochondrial inner membrane protein"
"3097","OXCT2","3-oxoacid CoA-transferase 2"
"3098","OXR1","oxidation resistance 1"
"3099","P2RX1","purinergic receptor P2X 1"
"3100","P2RX2","purinergic receptor P2X 2"
"3101","P2RX4","purinergic receptor P2X 4"
"3102","P2RY10","P2Y receptor family member 10"
"3103","P2RY13","purinergic receptor P2Y13"
"3104","P2RY8","P2Y receptor family member 8"
"3105","PA2G4P4","proliferation-associated 2G4 pseudogene 4"
"3106","PABPC1L2A","poly(A) binding protein cytoplasmic 1 like 2A"
"3107","PABPC1L2B","poly(A) binding protein cytoplasmic 1 like 2B"
"3108","PACRG","parkin coregulated"
"3109","PACRG-AS1","PACRG antisense RNA 1"
"3110","PACS1","phosphofurin acidic cluster sorting protein 1"
"3111","PADI4","peptidyl arginine deiminase 4"
"3112","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"3113","PAGE4","PAGE family member 4"
"3114","PAK2","p21 (RAC1) activated kinase 2"
"3115","PAK3","p21 (RAC1) activated kinase 3"
"3116","PAK4","p21 (RAC1) activated kinase 4"
"3117","PALD1","phosphatase domain containing paladin 1"
"3118","PALLD","palladin, cytoskeletal associated protein"
"3119","PALM","paralemmin"
"3120","PALM2-AKAP2",NA
"3121","PANX2","pannexin 2"
"3122","PAOX","polyamine oxidase"
"3123","PAPPA2","pappalysin 2"
"3124","PAQR7","progestin and adipoQ receptor family member 7"
"3125","PAQR9","progestin and adipoQ receptor family member 9"
"3126","PAR1",NA
"3127","PARG","poly(ADP-ribose) glycohydrolase"
"3128","PART1","prostate androgen-regulated transcript 1"
"3129","PARVB","parvin beta"
"3130","PATE1","prostate and testis expressed 1"
"3131","PATE2","prostate and testis expressed 2"
"3132","PATE4","prostate and testis expressed 4"
"3133","PATL2","PAT1 homolog 2"
"3134","PAX2","paired box 2"
"3135","PAX7","paired box 7"
"3136","PAXIP1","PAX interacting protein 1"
"3137","PBOV1","prostate and breast cancer overexpressed 1"
"3138","PBX3","PBX homeobox 3"
"3139","PCAT1","prostate cancer associated transcript 1"
"3140","PCAT4","prostate cancer associated transcript 4"
"3141","PCBD1","pterin-4 alpha-carbinolamine dehydratase 1"
"3142","PCDH11Y","protocadherin 11 Y-linked"
"3143","PCDH12","protocadherin 12"
"3144","PCDH15","protocadherin related 15"
"3145","PCDH9-AS3","PCDH9 antisense RNA 3"
"3146","PCDHB10","protocadherin beta 10"
"3147","PCDHB12","protocadherin beta 12"
"3148","PCDHB13","protocadherin beta 13"
"3149","PCDHB14","protocadherin beta 14"
"3150","PCDHB15","protocadherin beta 15"
"3151","PCDHB16","protocadherin beta 16"
"3152","PCDHB6","protocadherin beta 6"
"3153","PCDHB9","protocadherin beta 9"
"3154","PCDHGB8P","protocadherin gamma subfamily B, 8 pseudogene"
"3155","PCDHGC5","protocadherin gamma subfamily C, 5"
"3156","PCGEM1","PCGEM1 prostate-specific transcript"
"3157","PCK1","phosphoenolpyruvate carboxykinase 1"
"3158","PCNAP1","proliferating cell nuclear antigen pseudogene 1"
"3159","PCOLCE","procollagen C-endopeptidase enhancer"
"3160","PCSK5","proprotein convertase subtilisin/kexin type 5"
"3161","PCSK6","proprotein convertase subtilisin/kexin type 6"
"3162","PCYT1B","phosphate cytidylyltransferase 1, choline, beta"
"3163","PDC","phosducin"
"3164","PDCD1LG2","programmed cell death 1 ligand 2"
"3165","PDCL2","phosducin like 2"
"3166","PDDC1",NA
"3167","PDE10A","phosphodiesterase 10A"
"3168","PDE1A","phosphodiesterase 1A"
"3169","PDE1C","phosphodiesterase 1C"
"3170","PDE2A","phosphodiesterase 2A"
"3171","PDE6H","phosphodiesterase 6H"
"3172","PDE8B","phosphodiesterase 8B"
"3173","PDE9A","phosphodiesterase 9A"
"3174","PDGFA","platelet derived growth factor subunit A"
"3175","PDIA3P",NA
"3176","PDLIM3","PDZ and LIM domain 3"
"3177","PDS5B","PDS5 cohesin associated factor B"
"3178","PDX1","pancreatic and duodenal homeobox 1"
"3179","PDXK","pyridoxal kinase"
"3180","PDYN","prodynorphin"
"3181","PDZD4","PDZ domain containing 4"
"3182","PDZK1P1","PDZ domain containing 1 pseudogene 1"
"3183","PDZRN3","PDZ domain containing ring finger 3"
"3184","PEAR1","platelet endothelial aggregation receptor 1"
"3185","PENK","proenkephalin"
"3186","PER4","period circadian regulator 3 pseudogene"
"3187","PEX10","peroxisomal biogenesis factor 10"
"3188","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"3189","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"3190","PFN2","profilin 2"
"3191","PGA4","pepsinogen A4"
"3192","PGA5","pepsinogen A5"
"3193","PGAM4","phosphoglycerate mutase family member 4"
"3194","PGBD5","piggyBac transposable element derived 5"
"3195","PGLYRP3","peptidoglycan recognition protein 3"
"3196","PGM5","phosphoglucomutase 5"
"3197","PGM5-AS1","PGM5 antisense RNA 1"
"3198","PGP","phosphoglycolate phosphatase"
"3199","PGPEP1L","pyroglutamyl-peptidase I like"
